dir,Entry,updated,nSub,SPSDD,year1,author1,doi1,Ref1,Title
4/405,40566,19850423,2,,1979,V.A.Bondarenko+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.43, Issue.10, p.2131 (1979)","Levels of Er-167 In (N,N'G) Reaction"
4/405,40567,19980223,3,,1977,L.Aldea+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.290 (1977)","Study of V-50(N,G)V-51 Reaction On Resonance Neutrons"
4/405,40568,20110707,13,,1977,N.S.Biryukov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.27 (1977)","Scattering of 9.1+-0.2MeV neutrons by Li-7 nuclei"
4/405,40569,19850329,3,,1977,V.V.Filippov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.32 (1977)","Measurement of The Minimum Cross-Sections for Iron"
4/405,40570,19850329,3,,1977,N.P.D'jacnenko+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.3, p.171 (1977)","Fine Structure of Fission Fragments Distribution On Masses By Th-232 Fission"
4/405,40571,19920604,3,,1980,E.F.Fomushkin+,,"Jour: Yadernaya Fizika, Vol.31, Issue.1, p.39 (1980)","Cross Section of Neutron-Induced Fission of Nuclei Cm-244 and Cm-246 In The Near-Threshold Energy Region"
4/405,40572,20021217,11,,1980,I.A.Korzh+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.1, p.314 (1980)","The Angular Distribution of Neutrons Elasticaly and Inelasticaly Scattered by Ni-58,60,62,64"
4/405,40573,20010129,9,,1977,V.F.Razbudej+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.276 (1977)","Investigation of Slow Neutron Interaction With Cd-106, Co-108, Cd-110 Isotopes"
4/405,40574,19850329,2,,1977,E.A.Andrejev+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.17 (1977)","Scattering of Neutrons With Energy 0.8 - 2.75 Mev By Sm-150 Nucleus"
4/405,40575,19860417,6,,1977,A.P.Degtjarev+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.3 (1977)","Gamma-Quanta By Nonelastic Processes of 14.G-Mev Neutrons With Sodium and Iron Nuclei"
4/405,40576,20050922,4,,1983,E.A.Gromova+,,"Jour: Atomnaya Energiya, Vol.54, Issue.2, p.108 (1983)","Measurement Of Np-237(N,2n) Reaction Cross Section At 14.8 Mev Neutron Incident Energy"
4/405,40577,19850423,4,,1980,V.N.Kuritsin+,,"Conf: 30.Conf.Nucl.Spectr.and Nucl.Struct.,Leningrad 1980, p.329 (1980)","Study of Fe-54(N,P)Mn-54,Fe-54(N,Np)Mn-53 Reactions On 14.1Mey Neutrons"
4/405,40578,20091127,5,,1980,S.Hlavac+,,"Jour: Yadernaya Fizika, Vol.31, Issue.5, p.1121 (1980)","Gamma-decay of states with the maximum excitation at the interaction of 14.6-MeV neutrons with Fe-56 nucleus ."
4/405,40579,19860121,7,,1984,L.N.Jurova+,,"Jour: Vop.At.Nauki i Tekhn.,Ser.Yaderno-Reak.Konstanty, Issue.1/55, p.3 (1984)","Integral Radiation Capture Cross-Sections In Thermal and Resonance Energy Region for Th-230, Pa-231,232,233, U-236, Np-237"
4/405,40580,20030127,7,,1980,YU.Andzheevsky+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.229 (1980)","Study Sm-147(N,A)Nd-144 and Nd-143(N,A)Ce-140 Reactions at Neutron Energy 24.5 KeV"
4/405,40581,20110727,3,,1980,G.V.Muradyan+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.119 (1980)","Measurement of the absolute value of the ALFA for Uranium-235 in the neutron energy region 0.1 - 30. keV."
4/405,40582,19850329,2,,1977,B.A.Benetskij+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.44 (1977)","Energy Dependence of Total Neutron Cross-Section for Pb-206 In The Energy Interval 15.-18. Mev"
4/405,40583,19850329,2,,1977,B.A.Benetskij+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.47 (1977)","Neutron Cross-Section With Pb-207 Nucleus In The Energy Range 13.3 - 18.5 Mev"
4/405,40584,19860110,4,,1983,E.S.Konobeevskyj+,,"Jour: Yadernaya Fizika, Vol.37, Issue.5, p.1083 (1983)","The Angular Anysotropy of Neutron Inelastic Scattering On Se Nuclei and Effect of Direct Reaction Mechanism In Energy Region About 1.Mev"
4/405,40585,19860417,36,,1977,A.N.Djumin+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.74 (1977)","Nuclear Radii for Some Isotopes Derived From Total Neutron Cross-Sections"
4/405,40586,19870506,2,,1980,V.P.Alfimenkov+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.194 (1980)","Direct Thermal Neutron Radiative Capture Cross-Section for Deuterons"
4/405,40587,20090416,3,,1980,A.V.Murzin+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.257 (1980)","measurement of the fission cross-section for U-233 and U-235 at the neutron energy 24.5 keV"
4/405,40588,20060606,3,,1977,A.V.Murzin+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.252 (1977)","Fission Cross-section Measurement For U-233 And U-235 At The Neutron Energy 2. keV"
4/405,40589,19910701,6,,1955,L.V.Groshev+,,"Conf: 1st UN Conf.Peaceful Uses Atomic Energy, Geneva 1955, Vol.2, p.39(P/651) (1955)","Thermal-Neutron Capture Gamma Rays."
4/405,40590,19890316,2,,1977,V.B.Anufrienko+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.3, p.210 (1977)","Measurement of The Secondary Neutrons Spectra On Pu-239 Nuclei By Correlation Method"
4/405,40591,20030207,7,,1979,A.B.Popov+,,"Jour: Yadernaya Fizika, Vol.29, Issue.3, p.561 (1979)","Parameters of Ruthenium Neutron Resonances"
4/405,40592,19860417,5,,1977,A.B.Popov+,,"Rept: Joint Inst. for Nucl. Res., Dubna Reports, No.10377 (1977)","Neutron Resonance Parameters of Rhenium Isotopes"
4/405,40593,20021015,4,,1977,V.G.Vorob'yova+,,"Jour: Yadernaya Fizika, Vol.26, Issue.5, p.962 (1977)","Angular Anisotropy and Mass Asymmetry At Neutron-Induced Fission of Th-232"
4/405,40594,19881130,17,,1977,N.A.Trofimova+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.227 (1977)","Determination of Strengt Functions and Scatering Lengths From Averaged With The Help of Scandium Filter Neutron Cross-Sections"
4/405,40595,19850329,2,,1980,A.V.Murzin+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.262 (1980)","Gamma-Rays Spectra From Sm-147(N,G)Sm-148 Reaction for Neutron Energies 2.24 and 55.Kev"
4/405,40596,20031014,36,,1978,YU.E.Kozyr'+,,"Jour: Yadernaya Fizika, Vol.28, Issue.1, p.16 (1978)","The reactions (n,n'gamma), (n,np), and (n,pn) in 23Na, 27Al, and 32S at neutron energy 14.6 MeV"
4/405,40597,19860121,2,,1984,P.E.Vorotnikov+,,"Jour: Yadernaya Fizika, Vol.40, Issue.5, p.1141 (1984)","Cross-Section Measurements for Fission of Cm-242 Induced By Neutrons With Energies of 0.1 - 1.4 Mev Performed With Nanogran Amounts of Substance"
4/405,40598,19980317,11,,1978,A.Antonov+,,"Jour: Yadernaya Fizika, Vol.27, Issue.1, p.18 (1978)","Reaction (N,Alpha) At Resonance Energies On Mo, Zn, Ru, Pd, Sm, Yb Isotopes"
4/405,40599,19870603,3,,1978,I.M.Kuks+,,"Prog: Yaderno-Fizicheskie Issledovaniya v SSSR, No.26, p.46 (1978)","Fission of Ac-227 By Neutrons and G-Quanta"
4/406,40600,19860417,7,,1980,V.A.Anufriev+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.156 (1980)","Neutron Resonances of Ru-103 (Half-Life = 40 D) and Pd-107 (Half-Life = 6.5E+6 Yr)"
4/406,40601,20070925,6,,1980,A.A.Bergman+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.54 (1980)","Measurement of the U-233 fission cross section and its ratio to U-235 fission cross section in energy range from 100 eV until 50 keV"
4/406,40602,20010129,2,,1980,E.F.Fomushkin+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.25 (1980)","Measurement of Neutrons Induced Fission Cross-Section Of Cm-248 Near Threshold"
4/406,40603,20021127,7,,1982,S.P.Simakov+,,"Rept: Yadernye Konstanty, No.5(49), p.17 (1982)","Elastic and Inelastic Scattering of the Neutrons With the Energies from 5 to 8 MeV on Bismuth And Tantalum"
4/406,40604,19910729,4,,1980,A.N.Davletshin+,,"Jour: Atomnaya Energiya, Vol.48, Issue.2, p.87 (1980)","Radiative Capture Cross-Section Measurement for U-238 and Au-197 Relative To The Elas- Tic Neutron-Proton Cross-Section"
4/406,40605,20020822,10,,1977,YU.P.Popov+,,"Conf: 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977, Vol.2, p.309 (1977)","Investigation of Reaction Sm-147(N,A)Nd-144 and Te-123(N,A)Sn-120 By The Time-Of-Flight Method"
4/406,40606,19890607,4,,1900,V.A.Pshenichnyj+,,"[ ]: ?, ","The Total Neutron Cross-Section of Eu-152M (9.2Hours)"
4/406,40607,19850329,2,,1980,D.L.Shpak+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.35 (1980)","Measurement of Ratio of Fission Cross Section of U-233 To U-235 In Neutron Energy Range .060 - 3.28 Mev"
4/406,40608,20020822,4,,1981,V.A.Anufriev+,,"Jour: Atomnaya Energiya, Vol.50, Issue.1, p.67 (1981)","Neutron Resonances of W-186 In The Energy Range Up To 300 Ev"
4/406,40609,20021127,7,,1980,V.P.Vertebnyy+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.254 (1980)","Determination of Total Cross-Section and Scattering Cross-Section of U-235 for Neutron Energies 2. and 24.5 Kev"
4/406,40610,19850329,3,,1980,E.A.Zhagrov+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.45 (1980)","Fission Cross-Section of U-233,U-235 In Intermediate Neutron Energy Range"
4/406,40611,19860417,7,,1980,JU.P.Popov+,,"Jour: Yadernaya Fizika, Vol.32, Issue.4, p.893 (1980)","Averaged Cross-Sections of The (N,Alpha) Reaction On Sm-147, Nd-143, Sm-149 In The Neutron Energy Range 30 Kev"
4/406,40612,19850329,2,,1980,V.G.Vorob'jova+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.95 (1980)","Measurement of The Average Number of Prompt Neutrons for Neutron-Induced Fission of U-236"
4/406,40613,19850329,3,,1980,B.M.Gokhberg+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.157 (1980)","Angular Anisotropy of Fixed Fission Fragments of Th-232"
4/406,40614,19890331,3,,1980,M.B.Fedorov+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.1, p.309 (1980)","Energy Dependence Df The Total Neutron Cross-Sections of The Ni Isotopes"
4/406,40615,20020822,7,,1982,V.P.Vertebnyj+,,"Jour: Vop.At.Nauki i Tekhn.,Ser.Yaderno-Reak.Konstanty, Issue.1/45, p.10 (1982)","Total Scattering and Capture Cross-Sections of The Sulphur In The Energy Range 2.61 - .024 Ev"
4/406,40616,20030523,5,,1980,T.A.Mostovaya+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.30 (1980)","Fission Cross-Sections Measurement For U-233 and U-235 In the Energy Range 0.1 - 100 KeV and Cross-Section Ratio Measurement U-233/U-235 Up to 2. MeV"
4/406,40617,19850329,8,,1980,M.V.Pasechnik+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.1, p.304 (1980)","Total Neutron Cross-Sections for Molybdenum and Zyrconium At Low Energies"
4/406,40618,19850329,5,,1980,I.A.Korzh+,,"Jour: Ukrainskii Fizichnii Zhurnal, Vol.25, Issue.1, p.109 (1980)","Scattering of 5 Mev Neutrons By Si and S Nuclei"
4/406,40619,20020822,5,,1982,I.A.Korzh+,,"Jour: Yadernaya Fizika, Vol.35, Issue.5, p.1097 (1982)","Fast Neutron Scattering Investigation On Cromium-52"
4/406,40620,19850329,7,,1981,A.P.Degtjarev+,,"Jour: Yadernaya Fizika, Vol.34, Issue.2, p.299 (1981)","Angular Distribution of Neutron Groups From (N,Xn) Reactions On Fe-56, Co-59, B-93, In-115, Bi-209, and U-238 At Initial Neutron Energy 14.6 Mev"
4/406,40621,19841024,34,,1981,V.N.Kononov+,,"Conf: 4.Symp.Neutr.Capt.Gamma-Ray Spectrosc.,Grenoble 1981,  (1981)","Fast Neutron Radiative Capture Cross-Sections and D-Wave Strength Functions"
4/406,40622,20021220,13,,1982,V.A.Anufriev+,,"Jour: Atomnaya Energiya, Vol.53, Issue.1, p.29 (1982)","Total Cross-Section Measurement For Ag-109 And Ag-110-M"
4/406,40623,20021224,4,,1983,S.P.Simakov+,,"Jour: Yadernaya Fizika, Vol.37, Issue.4, p.801 (1983)","Elastic and Inelastic Scattering of the Neutrons With the Energies from 5 to 8 MeV on Niobium"
4/406,40624,19890316,3,,1982,V.D.Avchukhov+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.46, Issue.5, p.947 (1982)","Angular Distributions of G-Quanta From Nb-93(N,N'G) Reaction"
4/406,40625,19850329,2,,1982,A.A.Bergman+,,"Jour: Atomnaya Energiya, Vol.52, Issue.6, p.406 (1982)","Measurement of The Neutron Radiative Capture Cross Section for U-236 In The .1 To 50. Kev Neutron Energy Range"
4/406,40627,19850329,7,,1982,S.P.Simakov+,,"Rept: Zentralinst. f. Kernforschung Rossendorf Reports, No.491, p.206 (1982)","Elastic Scattering Of The Neutrons With Energies From 5 To 8 MeV On Yttrium"
4/406,40628,19910729,2,SPSDD,1983,O.T.Grudzevich+,,"Rept: Yadernye Konstanty, No.2(51), p.3 (1983)","Neutron Radiative Capture Cross-Section for Uranium-236 In The Energy Interval 0.15 - 1.1 Mev"
4/406,40629,19850222,2,,1983,KH.D.Androsenko+,,"Conf: 6.All-Union Conf.on Neutron Physics,Kiev,2-6 Oct.1983, Vol.2, p.153 (1983)","U-238 To U-235 Fission Cross-Section Ratio Measurement In The Energy Range 0.85 - 3.70 Mev"
4/406,40630,20080902,13,,1980,N.V.Kornilov+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.2, p.44 (1980)","The mechanism of nonelastic scattering and the nuclear level density parameter to U-238"
4/406,40631,20111223,7,,1980,N.V.Kornilov+,,"Conf: 5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980, Vol.3, p.104 (1980)","Fission neutrons spectra of U-238"
4/406,40632,19860730,5,,1960,JU.JA.Konakhovich+,,"Jour: Atomnaya Energiya, Vol.8, p.47 (1960)","Fission Cross Section of Th-229 for Monochromatic Neutrons In The 0.02-0.8Ev Region."
4/406,40633,19860417,3,,1983,V.A.Bondarenko+,,"Conf: 33.Conf.on Nucl.Spectr.and Nucl.Struct.,Moscow 1983, p.95 (1983)","The Angular Distribution of G-Radiation From (N,N'G) Reaction On Ba-135 Nuclei"
4/406,40634,19850702,2,,1983,A.M.Demidov+,,"Conf: 33.Conf.on Nucl.Spectr.and Nucl.Struct.,Moscow 1983, p.110 (1983)","The Angular Distribution of G-Guanta From Sm-150(N,N'G) Reaction"
4/406,40635,19850702,2,,1983,JA.JA.Berzin'+,,"Conf: 33.Conf.on Nucl.Spectr.and Nucl.Struct.,Moscow 1983, p.119 (1983)","The Investigation of Gd-156 In (N,N'G) Reaction"
4/406,40636,19911016,9,,1960,M.I.Kazarinova+,,"Jour: Atomnaya Energiya, Vol.8, p.139 (1960)","Fission Cross Sections for Th230, Pu240, Pu241, and Am241 By Neutrons With Energies of 2.5 and 14.6 Mev."
4/406,40637,19850329,2,,1960,YU.A.Zysin+,,"Jour: Atomnaya Energiya, Vol.8, p.360 (1960)","Cross Section for The Reaction Th232(N,2N)Th231 At 14.7 Mev Neutron Energy."
4/406,40638,20050827,5,,1960,V.M.Pankratov+,,"Jour: Atomnaya Energiya, Vol.9, p.399 (1960)","Cross Sections for The Fission of Th232, U235 and U238 Induced By 10-22 Mev Neutrons."
4/406,40639,20050827,5,,1961,N.N.Flerov+,,"Jour: Atomnaya Energiya, Vol.10, p.68 (1961)","Average Number Nu and Eta of Neutrons In The Fission of U-233 and Pu-239 By 14 Mev Neutrons."
4/406,40640,20050827,2,,1961,YU.YA.Stavisskii+,,"Jour: Atomnaya Energiya, Vol.10, Issue.2, p.158 (1961)","The Fast Neutron Radiactive Capture Cross Sections of I127."
4/406,40641,19860708,4,,1961,JU.JA.Stavisskij+,,"Jour: Atomnaya Energiya, Vol.10, Issue.3, p.264 (1961)","Fast Neutron Capture Cross Sections for Niobium, Nickel and Iron."
4/406,40642,20090810,5,,1961,Ju.Ya.Stavisskiy+,,"Jour: Atomnaya Energiya, Vol.10, Issue.5, p.508 (1961)","Radiative neutron cross-section for several isotopes in the energy range 0.03 - 2.5 MeV ."
4/406,40643,19910701,4,,1961,B.YA.Guzhovskiy,,"Jour: Atomnaya Energiya, Vol.11, Issue.4, p.395 (1961)","The Elastic Scattering of Neutrons With An Energy of 15 Mev By Nuclei of Copper,Lead and U238."
4/406,40644,20111222,2,,1979,B.I.Starostov+,,"Rept: Inst. Atomnykh Reaktorov, Melekess Reports, No.1(360) (1979)","Prompt neutrons spectrum for Cf-252 spontaneous fission"
4/406,40645,19840320,8,,1961,JU.G.Degtjarev+,,"Jour: Atomnaya Energiya, Vol.11, Issue.4, p.397 (1961)","Measurement of The Cross Section for Inelastic Interaction of Neutrons With An Energy of 13-20 Mev Using Certain Isotopes."
4/406,40646,19840320,5,,1961,V.I.Sukhanov+,,"Jour: Atomnaya Energiya, Vol.11, Issue.4, p.398 (1961)","The Inelastic Scattering of 14 Mev Neutrons By Sodium, Iron,Nickel and Lead Nuclei."
4/406,40647,19870527,6,,1962,A.I.Abramov,,"Jour: Atomnaya Energiya, Vol.12, p.62 (1962)","Measurement of The Inelastic Collision Cross-Sections of Neutrons With Nuclei of Chromium, Iron, Nickel, Niobium, and Molybdenum At Energies Up To 2.6Mev."
4/406,40648,19840320,3,,1962,JU.JA.Stavisskij+,,"Jour: Atomnaya Energiya, Vol.12, Issue.6, p.514 (1962)","Fast Neutron Capture Cross Section for Chromium."
4/406,40649,20020822,5,,1962,N.V.Kozlova+,,"Jour: Atomnaya Energiya, Vol.13, p.62 (1962)","Interaction of Fast Neutrons With U and Th."
4/406,40650,20071122,6,,1962,G.N.Smirenkin+,,"Jour: Atomnaya Energiya, Vol.13, Issue.4, p.366 (1962)","U233,U235,Pu239 fission cross sections for 0.3-2.5 MeV neutrons."
4/406,40651,20051110,4,,1962,V.F.Gerasimov+,,"Jour: Atomnaya Energiya, Vol.13, p.368 (1962)","Absorption Cross Section of U235 for Monochromatic Neutrons In The 0.02-2 Ev Energy Range."
4/406,40652,20091126,2,,1962,D.A.Kardashev+,,"Jour: Atomnaya Energiya, Vol.13, p.587 (1962)","Analysis of the excitation functions of the levels of the Fe-56 nucleus in inelastic scattering of neutrons in the optical model of the nucleus."
4/406,40653,20090415,6,,1963,V.M.Pankratov,,"Jour: Atomnaya Energiya, Vol.14, Issue.2, p.177 (1963)","Fission cross sections of Th232,U233,U235,Np237,U238 for 5-37 MeV neutrons."
4/406,40654,19850329,2,,1977,N.P.Alfimenkov+,,"Jour: Yadernaya Fizika, Vol.25, Issue.6, p.1145 (1977)","Neutron Scattering Lengths for He-3"
4/406,40655,20080410,3,,1981,V.P.Alfimenkov+,,"Jour: Yadernaya Fizika, Vol.33, Issue.4, p.891 (1981)","Interaction of Intermediate-Energy Neutrons With He-3"
4/406,40656,19960123,2,,1980,V.P.Alfimenkov+,,"Jour: Yadernaya Fizika, Vol.31, Issue.1, p.21 (1980)","Radiation Capture of Thermal Neutrons By He-3"
4/406,40657,19920611,2,,1982,S.B.Borzakov+,,"Jour: Yadernaya Fizika, Vol.35, Issue.3, p.532 (1982)","Peculiarities In Deviation From The 1/V Law for He-3(N,P)T Reaction Cross-Section"
4/406,40658,20030128,3,,1982,V.P.Alfimenkov+,,"Jour: Yadernaya Fizika, Vol.35, Issue.3, p.542 (1982)","Spin Defendence of S-Wave Neutron Scattering Cross-Section of Li-7"
4/406,40659,19831227,2,,1982,V.P.Alfimenkov+,,"Jour: Yadernaya Fizika, Vol.36, Issue.5, p.1089 (1982)","Interaction of Intermediate and Fast Neutrons With Li-6 Nucleus"
4/406,40660,20090923,2,,1982,V.V.Malinovskiy+,,"Jour: Atomnaya Energiya, Vol.53, Issue.2, p.83 (1982)","Average number of prompt neutrons NU-BAR at the fission of U-236 nuclei by the neutrons in the energy range 0.8 - 6. MeV."
4/406,40661,20020213,4,SPSDD,1963,L.S.Danelyan+,,"Jour: Atomnaya Energiya, Vol.14, Issue.3, p.264 (1963)","Radiactive Capture Cross Sections of Tellurium Isotopes As a Function of Neutron Energies Up to 1.5 KeV."
4/406,40662,19981222,25,,1963,N.P.Glazkov,,"Jour: Atomnaya Energiya, Vol.14, Issue.4, p.400 (1963)","Spectra and Cross-Sections of The Neutron Inelastic Scattering In The Energy Range of 0.4-1.2 Mev On The Nuclei U, Th, Hg, W, Sb, Cd, Mo, Nb, Fe"
4/406,40663,19840320,9,,1963,S.V.Kapchigashev+,,"Jour: Atomnaya Energiya, Vol.15, p.120 (1963)","Capture Cross Sections In Construction Materials for Neutrons With Energies Up To 50 Kev."
4/406,40664,20090922,2,,1983,V.V.Malinovskiy+,,"Jour: Atomnaya Energiya, Vol.54, Issue.3, p.208 (1983)","On the divergence of the results of NUp measurements for neutron-induced fission of Np-237 ."
4/406,40665,20090923,3,,1983,V.V.Malynovskiy+,,"Jour: Vop.At.Nauki i Tekhn.,Ser.Yaderno-Reak.Konstanty, Issue.1/50, p.4 (1983)","covariance matrix of experimental data of energy dependence of NU for neutron-induced fission of Th-232, U-236,U-238 and Np-237 ."
4/406,40666,20090929,2,,1983,V.V.Malinovskiy+,,"Jour: Atomnaya Energiya, Vol.54, Issue.3, p.209 (1983)","Average number of prompt neutron-induced fission of Th-232 ."
4/406,40667,20100325,14,,1981,Yu.Andzheevskiy+,,"Jour: Vop.At.Nauki i Tekhn.,Ser.Yaderno-Reak.Konstanty, Issue.1/40, p.13 (1981)","Investigation of averaged cross-sections of reactions (N,A) on Te-123, Nd-143, Sm-147, Sm-149"
4/406,40668,19850702,2,,1981,P.E.Vorotnikov+,,"Jour: Vop.At.Nauki i Tekhn.,Ser.Yaderno-Reak.Konstanty, Issue.1/40, p.44 (1981)","The Fission Neutron Cross-Sections of Cm-244 In Energy Range .4-1.3 Mev"
4/406,40669,19850614,5,,1983,KH.D.Androsenko+,,"Jour: Yadernaya Fizika, Vol.38, Issue.4, p.832 (1983)","Angular Anisotropy of Fragments In Neutron Induced Fission of Ra-226 and Ac-227 Near The Threshold"
4/406,40670,19850423,2,,1983,V.M.Kuprijanov+,,"Jour: Atomnaya Energiya, Vol.55, Issue.1, p.31 (1983)","Fast Neutron Fission Cross-Section for Cf-249"
4/406,40671,19841024,3,,1958,I.I.Bondarenko+,,"Conf: Second Internat. At.En. Conf., Geneva 1958, Vol.15, p.353 (1958)","Average Number and Spectrum of Prompt Neutrons In Fast-Neutron-Induced Fission."
4/406,40672,19860206,4,,1983,T.Bakalov+,,"Jour: Atomnaya Energiya, Vol.55, Issue.1, p.34 (1983)","Multilevel Parameterization of Pu-239 Total and Fission Cross Sections In The Resonance Region of Neutron Energies"
4/406,40673,19850614,5,,1983,B.M.Aleksandrov+,,"Jour: Vop.At.Nauki i Tekhn.,Ser.Yaderno-Reak.Konstanty, Issue.1/50, p.3 (1983)","The Neutron Fission Cross-Sections for Am-241,Pu-238, Pu-240 and Pu-241"
